Stress_class	Stress_info	Pathogen	Sample_description	BioSample	BioProject	Tissue	Source_name	Treatment	PubMed	Study_title	Study_abstract
NA	NA	NA	NA	SAMN02046343	PRJNA197251	seed coat	Soybean Early Maturation-Seed Coat Palisade	0	25963149	Gene Expression Changes in the Development of the Soybean Seed-Early Maturation Stage	We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel
NA	NA	NA	NA	SAMN02046344	PRJNA197251	seed coat	Soybean Early Maturation-Seed Coat Parenchyma	0	25963149	Gene Expression Changes in the Development of the Soybean Seed-Early Maturation Stage	We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel
NA	NA	NA	NA	SAMN02799149	PRJNA197251	seed coat	Soybean Early Maturation Seed Coat Palisade	0	25963149	Gene Expression Changes in the Development of the Soybean Seed-Early Maturation Stage	We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel
NA	NA	NA	NA	SAMN02799146	PRJNA197251	seed coat	Soybean Early Maturation Seed Coat Parenchyma	0	25963149	Gene Expression Changes in the Development of the Soybean Seed-Early Maturation Stage	We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel
NA	NA	NA	NA	SAMN02799150	PRJNA197251	seed coat	Soybean Early Maturation Seed Coat Parenchyma	0	25963149	Gene Expression Changes in the Development of the Soybean Seed-Early Maturation Stage	We investigated soybean seed development because (1) soybean seeds are a major source of food and fuel
NA	NA	NA	NA	SAMN02047225	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047226	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047227	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047228	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047229	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047230	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047231	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047232	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047233	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047234	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047235	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047236	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047237	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047238	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047239	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047240	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047241	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047242	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047243	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047244	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047250	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047245	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047246	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047247	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047248	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047249	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047222	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047223	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047224	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN02047251	PRJNA197379	embryo	Embryo	0	0	Metabolic and Transcriptional Reprogramming in Developing Soybean (Glycine max) Embryos	Soybean (Glycine max) seeds are an important source of seed storage compounds
NA	NA	NA	NA	SAMN00002965	PRJNA19861	callus	0	0	"20075913;16247559;23431381;9023104"	Soybean WGS sequencing project	<a href=http://www.jgi.doe.gov/sequencing/why/soybean.html>JGI</a> is sequencing the genome of <i>Glycine max</i> cultivar Williams 82 to 8X coverage using whole genome shotgun (WGS) sequencing. More than 13 million traces have been deposited in GenBank. The goal is to get an aligned reference sequence of at least the gene rich regions.
NA	NA	NA	NA	SAMN02138515	PRJNA201684	root	0	0	0	Glycine max strain:Peking Transcriptome or Gene expression	Soybean (Peking c.v) roots.
NA	NA	NA	NA	SAMN02140063	PRJNA201684	root	0	0	0	Glycine max strain:Peking Transcriptome or Gene expression	Soybean (Peking c.v) roots.
NA	NA	NA	NA	SAMN02140064	PRJNA201684	root	0	0	0	Glycine max strain:Peking Transcriptome or Gene expression	Soybean (Peking c.v) roots.
NA	NA	NA	NA	SAMN02141514	PRJNA201684	root	0	0	0	Glycine max strain:Peking Transcriptome or Gene expression	Soybean (Peking c.v) roots.
NA	NA	NA	NA	SAMN02141624	PRJNA201684	root	0	0	0	Glycine max strain:Peking Transcriptome or Gene expression	Soybean (Peking c.v) roots.
abiotic	multi_abiotic_seedcoat	NA	control_block1	SAMN02191990	PRJNA207354	seed coat	0	0	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block1_drought	SAMN02191991	PRJNA207354	seed coat	0	Drought	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block1_heat	SAMN02191992	PRJNA207354	seed coat	0	Temp	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block3_drought	SAMN02191994	PRJNA207354	seed coat	0	Drought	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block4	SAMN02191995	PRJNA207354	seed coat	0	Control	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block4_drought	SAMN02191996	PRJNA207354	seed coat	0	Drought	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block4_heat	SAMN02191997	PRJNA207354	seed coat	0	Temp	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block1	SAMN02191998	PRJNA207354	seed coat	0	conO3	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block1	SAMN02191999	PRJNA207354	seed coat	0	conT	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block1_ozone	SAMN02192000	PRJNA207354	seed coat	0	O3	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block1_heat	SAMN02192001	PRJNA207354	seed coat	0	tmp	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block2	SAMN02192002	PRJNA207354	seed coat	0	conO3	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block2	SAMN02192003	PRJNA207354	seed coat	0	conT	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block2_ozone	SAMN02192004	PRJNA207354	seed coat	0	O3	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block2_heat	SAMN02192005	PRJNA207354	seed coat	0	tmp	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block3	SAMN02192006	PRJNA207354	seed coat	0	conO3	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block3	SAMN02192007	PRJNA207354	seed coat	0	conT	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block3_ozone	SAMN02192008	PRJNA207354	seed coat	0	O3	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block3_heat	SAMN02192009	PRJNA207354	seed coat	0	tmp	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block4	SAMN02192010	PRJNA207354	seed coat	0	conO3	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block4	SAMN02192011	PRJNA207354	seed coat	0	conT	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block4_ozone	SAMN02192012	PRJNA207354	seed coat	0	O3	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	stress_block4_heat	SAMN02192013	PRJNA207354	seed coat	0	tmp	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
abiotic	multi_abiotic_seedcoat	NA	control_block3	SAMN02191993	PRJNA207354	seed coat	0	Control	0	Glycine max strain:93B15 Transcriptome or Gene expression	The seed coat is a vital tissue for directing nutrient supply to the embryo and cotyledons during development. By forming a sucrose gradient
NA	NA	NA	NA	SAMN02197689	PRJNA208048	flower	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197688	PRJNA208048	leaves	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197702	PRJNA208048	nodule	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197690	PRJNA208048	pod	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197691	PRJNA208048	pod	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197692	PRJNA208048	pod	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197701	PRJNA208048	root	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197693	PRJNA208048	seed	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197694	PRJNA208048	seed	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197696	PRJNA208048	seed	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197697	PRJNA208048	seed	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197698	PRJNA208048	seed	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197699	PRJNA208048	seed	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02197700	PRJNA208048	seed	0	0	"20199683;20656899;20687943"	Glycine max strain:LD04-15154 Transcriptome or Gene expression	HiPro soybean RNA-seq.
NA	NA	NA	NA	SAMN02215336	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215337	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215338	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215342	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215341	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215343	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215345	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215346	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215347	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215348	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215349	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
NA	NA	NA	NA	SAMN02215350	PRJNA209843	leaves	0	0	0	Glycine max strain:Gongxuan 1 Transcriptome or Gene expression	Intercropping is a sustainable agricultural practice widely used around the world for enhancing resource use efficiency. However
biotic	oomycete	Psojae	stress_williams	SAMN02225591	PRJNA210431	hypocotyl	Williams_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps1a	SAMN02225598	PRJNA210431	hypocotyl	Rps1-a_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps1b	SAMN02225589	PRJNA210431	hypocotyl	Rps1-b_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps1c	SAMN02225590	PRJNA210431	hypocotyl	Rps1-c_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps1k	SAMN02225592	PRJNA210431	hypocotyl	Rps1-k_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps3a	SAMN02225594	PRJNA210431	hypocotyl	Rps3-a_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps3b	SAMN02225595	PRJNA210431	hypocotyl	Rps3-b_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps3c	SAMN02225593	PRJNA210431	hypocotyl	Rps3-c_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps4	SAMN02225596	PRJNA210431	hypocotyl	Rps4_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps5	SAMN02225597	PRJNA210431	hypocotyl	Rps5_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	stress_rps6	SAMN02225610	PRJNA210431	hypocotyl	Rps6_Inoc	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_williams	SAMN02225599	PRJNA210431	hypocotyl	Williams_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps1a	SAMN02225602	PRJNA210431	hypocotyl	Rps1-a_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps1b	SAMN02225604	PRJNA210431	hypocotyl	Rps1-b_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps1c	SAMN02225600	PRJNA210431	hypocotyl	Rps1-c_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps1k	SAMN02225609	PRJNA210431	hypocotyl	Rps1-k_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps3a	SAMN02225605	PRJNA210431	hypocotyl	Rps3-a_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps3b	SAMN02225607	PRJNA210431	hypocotyl	Rps3-b_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps3c	SAMN02225601	PRJNA210431	hypocotyl	Rps3-c_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps4	SAMN02225606	PRJNA210431	hypocotyl	Rps4_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps5	SAMN02225603	PRJNA210431	hypocotyl	Rps5_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
biotic	oomycete	Psojae	control_rps6	SAMN02225608	PRJNA210431	hypocotyl	Rps6_mock	Soybean hypocotyl	24410936	Glycine max	Comparative Transcriptomics of Soybean Near Isogenic Lines in Response to Phytophthora Sojae
NA	NA	NA	NA	SAMN02261682	PRJNA213009	leaves	Glycine max leaf tissue	high vapor pressure	0	Genes Differentially Expressed in Slow Wilting Phenotypes under a High Vapor Pressure Deficit	"The purpose of this study is to compare transcriptome profiles of one fast wilting and two slow wilting genotypes under low- and high- vapor pressure deficit Experiments: Five differential expression analyses were performed. 1. Differences within the Hutchesen line for slow and fast wilting; 2. Differences within the PI471938 line for slow and fast wilting; 3. Differences within the PI416937 line for slow and fast wilting; Differences between Hutchesen"
NA	NA	NA	NA	SAMN02261680	PRJNA213009	leaves	Glycine max leaf tissue	high vapor pressure	0	Genes Differentially Expressed in Slow Wilting Phenotypes under a High Vapor Pressure Deficit	"The purpose of this study is to compare transcriptome profiles of one fast wilting and two slow wilting genotypes under low- and high- vapor pressure deficit Experiments: Five differential expression analyses were performed. 1. Differences within the Hutchesen line for slow and fast wilting; 2. Differences within the PI471938 line for slow and fast wilting; 3. Differences within the PI416937 line for slow and fast wilting; Differences between Hutchesen"
NA	NA	NA	NA	SAMN02261681	PRJNA213009	leaves	Glycine max leaf tissue	high vapor pressure	0	Genes Differentially Expressed in Slow Wilting Phenotypes under a High Vapor Pressure Deficit	"The purpose of this study is to compare transcriptome profiles of one fast wilting and two slow wilting genotypes under low- and high- vapor pressure deficit Experiments: Five differential expression analyses were performed. 1. Differences within the Hutchesen line for slow and fast wilting; 2. Differences within the PI471938 line for slow and fast wilting; 3. Differences within the PI416937 line for slow and fast wilting; Differences between Hutchesen"
NA	NA	NA	NA	SAMN02261690	PRJNA213009	leaves	Glycine max leaf tissue	high vapor pressure	0	Genes Differentially Expressed in Slow Wilting Phenotypes under a High Vapor Pressure Deficit	"The purpose of this study is to compare transcriptome profiles of one fast wilting and two slow wilting genotypes under low- and high- vapor pressure deficit Experiments: Five differential expression analyses were performed. 1. Differences within the Hutchesen line for slow and fast wilting; 2. Differences within the PI471938 line for slow and fast wilting; 3. Differences within the PI416937 line for slow and fast wilting; Differences between Hutchesen"
NA	NA	NA	NA	SAMN02261683	PRJNA213009	leaves	Glycine max leaf tissue	high vapor pressure	0	Genes Differentially Expressed in Slow Wilting Phenotypes under a High Vapor Pressure Deficit	"The purpose of this study is to compare transcriptome profiles of one fast wilting and two slow wilting genotypes under low- and high- vapor pressure deficit Experiments: Five differential expression analyses were performed. 1. Differences within the Hutchesen line for slow and fast wilting; 2. Differences within the PI471938 line for slow and fast wilting; 3. Differences within the PI416937 line for slow and fast wilting; Differences between Hutchesen"
